image_name,prompt_a,prompt_b,prompt_c,negative_prompt,guidance_scale,beta,log_weight,Adapter_A,Adapter_B,StrengthA,StrengthB,clip_score,laion_score
367.png,"japanese anime style, 2D illustration, cute sexy anime girl on a sunny beach, colorful bikini, asian face, smooth anime skin, playful expression, licking a popsicle, sunscreen on shoulders, soft pastel colors, clean lineart, bright summer vibe","realistic 3D render style, stylized but realistic girl on a sunny beach, colorful bikini, asian facial features, detailed skin shading, glossy sunscreen on shoulders, licking a popsicle, soft sunlight, depth of field, high quality 3D lighting, summer atmosphere","anime-inspired 3D render, hybrid anime and realistic style, girl on a sunny beach, colorful bikini, asian face, smooth yet detailed skin, sunscreen on shoulders, licking a popsicle, soft sunlight, clean shapes with realistic lighting, vibrant summer mood","low quality, blurry, bad anatomy, extra limbs, deformed face, ugly, text, watermark, logo, nsfw, explicit, overexposed, underexposed, harsh shadows, noisy background",7.5,0.5,-3176.54296875,ntc-ai/SDXL-LoRA-slider.anime,goofyai/3d_render_style_xl,1.0,1.0,35.356529235839844,7.450752258300781
368.png,"japanese anime style, 2D illustration, cute sexy anime girl on a sunny beach, colorful bikini, asian face, smooth anime skin, playful expression, licking a popsicle, sunscreen on shoulders, soft pastel colors, clean lineart, bright summer vibe","realistic 3D render style, stylized but realistic girl on a sunny beach, colorful bikini, asian facial features, detailed skin shading, glossy sunscreen on shoulders, licking a popsicle, soft sunlight, depth of field, high quality 3D lighting, summer atmosphere","anime-inspired 3D render, hybrid anime and realistic style, girl on a sunny beach, colorful bikini, asian face, smooth yet detailed skin, sunscreen on shoulders, licking a popsicle, soft sunlight, clean shapes with realistic lighting, vibrant summer mood","low quality, blurry, bad anatomy, extra limbs, deformed face, ugly, text, watermark, logo, nsfw, explicit, overexposed, underexposed, harsh shadows, noisy background",7.5,0.5,-2867.578125,ntc-ai/SDXL-LoRA-slider.anime,goofyai/3d_render_style_xl,1.0,1.0,36.44490432739258,8.204751968383789
369.png,"japanese anime style, 2D illustration, cute sexy anime girl on a sunny beach, colorful bikini, asian face, smooth anime skin, playful expression, licking a popsicle, sunscreen on shoulders, soft pastel colors, clean lineart, bright summer vibe","realistic 3D render style, stylized but realistic girl on a sunny beach, colorful bikini, asian facial features, detailed skin shading, glossy sunscreen on shoulders, licking a popsicle, soft sunlight, depth of field, high quality 3D lighting, summer atmosphere","anime-inspired 3D render, hybrid anime and realistic style, girl on a sunny beach, colorful bikini, asian face, smooth yet detailed skin, sunscreen on shoulders, licking a popsicle, soft sunlight, clean shapes with realistic lighting, vibrant summer mood","low quality, blurry, bad anatomy, extra limbs, deformed face, ugly, text, watermark, logo, nsfw, explicit, overexposed, underexposed, harsh shadows, noisy background",7.5,0.5,-3133.453125,ntc-ai/SDXL-LoRA-slider.anime,goofyai/3d_render_style_xl,1.0,1.0,35.04353713989258,7.552716255187988
370.png,"japanese anime style, 2D illustration, cute sexy anime girl on a sunny beach, colorful bikini, asian face, smooth anime skin, playful expression, licking a popsicle, sunscreen on shoulders, soft pastel colors, clean lineart, bright summer vibe","realistic 3D render style, stylized but realistic girl on a sunny beach, colorful bikini, asian facial features, detailed skin shading, glossy sunscreen on shoulders, licking a popsicle, soft sunlight, depth of field, high quality 3D lighting, summer atmosphere","anime-inspired 3D render, hybrid anime and realistic style, girl on a sunny beach, colorful bikini, asian face, smooth yet detailed skin, sunscreen on shoulders, licking a popsicle, soft sunlight, clean shapes with realistic lighting, vibrant summer mood","low quality, blurry, bad anatomy, extra limbs, deformed face, ugly, text, watermark, logo, nsfw, explicit, overexposed, underexposed, harsh shadows, noisy background",7.5,0.5,-2816.45703125,ntc-ai/SDXL-LoRA-slider.anime,goofyai/3d_render_style_xl,1.0,1.0,37.32716369628906,7.11984920501709
371.png,"japanese anime style, 2D illustration, cute sexy anime girl on a sunny beach, colorful bikini, asian face, smooth anime skin, playful expression, licking a popsicle, sunscreen on shoulders, soft pastel colors, clean lineart, bright summer vibe","realistic 3D render style, stylized but realistic girl on a sunny beach, colorful bikini, asian facial features, detailed skin shading, glossy sunscreen on shoulders, licking a popsicle, soft sunlight, depth of field, high quality 3D lighting, summer atmosphere","anime-inspired 3D render, hybrid anime and realistic style, girl on a sunny beach, colorful bikini, asian face, smooth yet detailed skin, sunscreen on shoulders, licking a popsicle, soft sunlight, clean shapes with realistic lighting, vibrant summer mood","low quality, blurry, bad anatomy, extra limbs, deformed face, ugly, text, watermark, logo, nsfw, explicit, overexposed, underexposed, harsh shadows, noisy background",7.5,0.5,-2460.37890625,ntc-ai/SDXL-LoRA-slider.anime,goofyai/3d_render_style_xl,1.0,1.0,36.950157165527344,7.4047651290893555
372.png,"japanese anime style, 2D illustration, cute sexy anime girl on a sunny beach, colorful bikini, asian face, smooth anime skin, playful expression, licking a popsicle, sunscreen on shoulders, soft pastel colors, clean lineart, bright summer vibe","realistic 3D render style, stylized but realistic girl on a sunny beach, colorful bikini, asian facial features, detailed skin shading, glossy sunscreen on shoulders, licking a popsicle, soft sunlight, depth of field, high quality 3D lighting, summer atmosphere","anime-inspired 3D render, hybrid anime and realistic style, girl on a sunny beach, colorful bikini, asian face, smooth yet detailed skin, sunscreen on shoulders, licking a popsicle, soft sunlight, clean shapes with realistic lighting, vibrant summer mood","low quality, blurry, bad anatomy, extra limbs, deformed face, ugly, text, watermark, logo, nsfw, explicit, overexposed, underexposed, harsh shadows, noisy background",7.5,0.5,-3009.55859375,ntc-ai/SDXL-LoRA-slider.anime,goofyai/3d_render_style_xl,1.0,1.0,35.94852066040039,7.609936714172363
373.png,"japanese anime style, 2D illustration, cute sexy anime girl on a sunny beach, colorful bikini, asian face, smooth anime skin, playful expression, licking a popsicle, sunscreen on shoulders, soft pastel colors, clean lineart, bright summer vibe","realistic 3D render style, stylized but realistic girl on a sunny beach, colorful bikini, asian facial features, detailed skin shading, glossy sunscreen on shoulders, licking a popsicle, soft sunlight, depth of field, high quality 3D lighting, summer atmosphere","anime-inspired 3D render, hybrid anime and realistic style, girl on a sunny beach, colorful bikini, asian face, smooth yet detailed skin, sunscreen on shoulders, licking a popsicle, soft sunlight, clean shapes with realistic lighting, vibrant summer mood","low quality, blurry, bad anatomy, extra limbs, deformed face, ugly, text, watermark, logo, nsfw, explicit, overexposed, underexposed, harsh shadows, noisy background",7.5,0.5,-2347.6953125,ntc-ai/SDXL-LoRA-slider.anime,goofyai/3d_render_style_xl,1.0,1.0,36.76908493041992,7.7601704597473145
374.png,"japanese anime style, 2D illustration, cute sexy anime girl on a sunny beach, colorful bikini, asian face, smooth anime skin, playful expression, licking a popsicle, sunscreen on shoulders, soft pastel colors, clean lineart, bright summer vibe","realistic 3D render style, stylized but realistic girl on a sunny beach, colorful bikini, asian facial features, detailed skin shading, glossy sunscreen on shoulders, licking a popsicle, soft sunlight, depth of field, high quality 3D lighting, summer atmosphere","anime-inspired 3D render, hybrid anime and realistic style, girl on a sunny beach, colorful bikini, asian face, smooth yet detailed skin, sunscreen on shoulders, licking a popsicle, soft sunlight, clean shapes with realistic lighting, vibrant summer mood","low quality, blurry, bad anatomy, extra limbs, deformed face, ugly, text, watermark, logo, nsfw, explicit, overexposed, underexposed, harsh shadows, noisy background",7.5,0.5,-2578.8828125,ntc-ai/SDXL-LoRA-slider.anime,goofyai/3d_render_style_xl,1.0,1.0,37.004554748535156,7.592670440673828
375.png,"japanese anime style, 2D illustration, cute sexy anime girl on a sunny beach, colorful bikini, asian face, smooth anime skin, playful expression, licking a popsicle, sunscreen on shoulders, soft pastel colors, clean lineart, bright summer vibe","realistic 3D render style, stylized but realistic girl on a sunny beach, colorful bikini, asian facial features, detailed skin shading, glossy sunscreen on shoulders, licking a popsicle, soft sunlight, depth of field, high quality 3D lighting, summer atmosphere","anime-inspired 3D render, hybrid anime and realistic style, girl on a sunny beach, colorful bikini, asian face, smooth yet detailed skin, sunscreen on shoulders, licking a popsicle, soft sunlight, clean shapes with realistic lighting, vibrant summer mood","low quality, blurry, bad anatomy, extra limbs, deformed face, ugly, text, watermark, logo, nsfw, explicit, overexposed, underexposed, harsh shadows, noisy background",7.5,0.5,-2944.22265625,ntc-ai/SDXL-LoRA-slider.anime,goofyai/3d_render_style_xl,1.0,1.0,34.45335006713867,7.731698513031006
376.png,"japanese anime style, 2D illustration, cute sexy anime girl on a sunny beach, colorful bikini, asian face, smooth anime skin, playful expression, licking a popsicle, sunscreen on shoulders, soft pastel colors, clean lineart, bright summer vibe","realistic 3D render style, stylized but realistic girl on a sunny beach, colorful bikini, asian facial features, detailed skin shading, glossy sunscreen on shoulders, licking a popsicle, soft sunlight, depth of field, high quality 3D lighting, summer atmosphere","anime-inspired 3D render, hybrid anime and realistic style, girl on a sunny beach, colorful bikini, asian face, smooth yet detailed skin, sunscreen on shoulders, licking a popsicle, soft sunlight, clean shapes with realistic lighting, vibrant summer mood","low quality, blurry, bad anatomy, extra limbs, deformed face, ugly, text, watermark, logo, nsfw, explicit, overexposed, underexposed, harsh shadows, noisy background",7.5,0.5,-2519.48828125,ntc-ai/SDXL-LoRA-slider.anime,goofyai/3d_render_style_xl,1.0,1.0,36.22476577758789,7.566037178039551
377.png,"japanese anime style, 2D illustration, cute sexy anime girl on a sunny beach, colorful bikini, asian face, smooth anime skin, playful expression, licking a popsicle, sunscreen on shoulders, soft pastel colors, clean lineart, bright summer vibe","realistic 3D render style, stylized but realistic girl on a sunny beach, colorful bikini, asian facial features, detailed skin shading, glossy sunscreen on shoulders, licking a popsicle, soft sunlight, depth of field, high quality 3D lighting, summer atmosphere","anime-inspired 3D render, hybrid anime and realistic style, girl on a sunny beach, colorful bikini, asian face, smooth yet detailed skin, sunscreen on shoulders, licking a popsicle, soft sunlight, clean shapes with realistic lighting, vibrant summer mood","low quality, blurry, bad anatomy, extra limbs, deformed face, ugly, text, watermark, logo, nsfw, explicit, overexposed, underexposed, harsh shadows, noisy background",7.5,0.5,-2674.59375,ntc-ai/SDXL-LoRA-slider.anime,goofyai/3d_render_style_xl,1.0,1.0,34.83243179321289,7.828272342681885
378.png,"japanese anime style, 2D illustration, cute sexy anime girl on a sunny beach, colorful bikini, asian face, smooth anime skin, playful expression, licking a popsicle, sunscreen on shoulders, soft pastel colors, clean lineart, bright summer vibe","realistic 3D render style, stylized but realistic girl on a sunny beach, colorful bikini, asian facial features, detailed skin shading, glossy sunscreen on shoulders, licking a popsicle, soft sunlight, depth of field, high quality 3D lighting, summer atmosphere","anime-inspired 3D render, hybrid anime and realistic style, girl on a sunny beach, colorful bikini, asian face, smooth yet detailed skin, sunscreen on shoulders, licking a popsicle, soft sunlight, clean shapes with realistic lighting, vibrant summer mood","low quality, blurry, bad anatomy, extra limbs, deformed face, ugly, text, watermark, logo, nsfw, explicit, overexposed, underexposed, harsh shadows, noisy background",7.5,0.5,-2802.9140625,ntc-ai/SDXL-LoRA-slider.anime,goofyai/3d_render_style_xl,1.0,1.0,37.54104232788086,7.569629669189453
379.png,"japanese anime style, 2D illustration, cute sexy anime girl on a sunny beach, colorful bikini, asian face, smooth anime skin, playful expression, licking a popsicle, sunscreen on shoulders, soft pastel colors, clean lineart, bright summer vibe","realistic 3D render style, stylized but realistic girl on a sunny beach, colorful bikini, asian facial features, detailed skin shading, glossy sunscreen on shoulders, licking a popsicle, soft sunlight, depth of field, high quality 3D lighting, summer atmosphere","anime-inspired 3D render, hybrid anime and realistic style, girl on a sunny beach, colorful bikini, asian face, smooth yet detailed skin, sunscreen on shoulders, licking a popsicle, soft sunlight, clean shapes with realistic lighting, vibrant summer mood","low quality, blurry, bad anatomy, extra limbs, deformed face, ugly, text, watermark, logo, nsfw, explicit, overexposed, underexposed, harsh shadows, noisy background",7.5,0.5,-2911.57421875,ntc-ai/SDXL-LoRA-slider.anime,goofyai/3d_render_style_xl,1.0,1.0,35.465579986572266,7.6001362800598145
380.png,"japanese anime style, 2D illustration, cute sexy anime girl on a sunny beach, colorful bikini, asian face, smooth anime skin, playful expression, licking a popsicle, sunscreen on shoulders, soft pastel colors, clean lineart, bright summer vibe","realistic 3D render style, stylized but realistic girl on a sunny beach, colorful bikini, asian facial features, detailed skin shading, glossy sunscreen on shoulders, licking a popsicle, soft sunlight, depth of field, high quality 3D lighting, summer atmosphere","anime-inspired 3D render, hybrid anime and realistic style, girl on a sunny beach, colorful bikini, asian face, smooth yet detailed skin, sunscreen on shoulders, licking a popsicle, soft sunlight, clean shapes with realistic lighting, vibrant summer mood","low quality, blurry, bad anatomy, extra limbs, deformed face, ugly, text, watermark, logo, nsfw, explicit, overexposed, underexposed, harsh shadows, noisy background",7.5,0.5,-2724.09375,ntc-ai/SDXL-LoRA-slider.anime,goofyai/3d_render_style_xl,1.0,1.0,37.35807418823242,7.149668216705322
381.png,"japanese anime style, 2D illustration, cute sexy anime girl on a sunny beach, colorful bikini, asian face, smooth anime skin, playful expression, licking a popsicle, sunscreen on shoulders, soft pastel colors, clean lineart, bright summer vibe","realistic 3D render style, stylized but realistic girl on a sunny beach, colorful bikini, asian facial features, detailed skin shading, glossy sunscreen on shoulders, licking a popsicle, soft sunlight, depth of field, high quality 3D lighting, summer atmosphere","anime-inspired 3D render, hybrid anime and realistic style, girl on a sunny beach, colorful bikini, asian face, smooth yet detailed skin, sunscreen on shoulders, licking a popsicle, soft sunlight, clean shapes with realistic lighting, vibrant summer mood","low quality, blurry, bad anatomy, extra limbs, deformed face, ugly, text, watermark, logo, nsfw, explicit, overexposed, underexposed, harsh shadows, noisy background",7.5,0.5,-2770.421875,ntc-ai/SDXL-LoRA-slider.anime,goofyai/3d_render_style_xl,1.0,1.0,37.0753059387207,7.78157377243042
382.png,"japanese anime style, 2D illustration, cute sexy anime girl on a sunny beach, colorful bikini, asian face, smooth anime skin, playful expression, licking a popsicle, sunscreen on shoulders, soft pastel colors, clean lineart, bright summer vibe","realistic 3D render style, stylized but realistic girl on a sunny beach, colorful bikini, asian facial features, detailed skin shading, glossy sunscreen on shoulders, licking a popsicle, soft sunlight, depth of field, high quality 3D lighting, summer atmosphere","anime-inspired 3D render, hybrid anime and realistic style, girl on a sunny beach, colorful bikini, asian face, smooth yet detailed skin, sunscreen on shoulders, licking a popsicle, soft sunlight, clean shapes with realistic lighting, vibrant summer mood","low quality, blurry, bad anatomy, extra limbs, deformed face, ugly, text, watermark, logo, nsfw, explicit, overexposed, underexposed, harsh shadows, noisy background",7.5,0.5,-2864.83984375,ntc-ai/SDXL-LoRA-slider.anime,goofyai/3d_render_style_xl,1.0,1.0,38.046295166015625,7.466457366943359
383.png,"japanese anime style, 2D illustration, cute sexy anime girl on a sunny beach, colorful bikini, asian face, smooth anime skin, playful expression, licking a popsicle, sunscreen on shoulders, soft pastel colors, clean lineart, bright summer vibe","realistic 3D render style, stylized but realistic girl on a sunny beach, colorful bikini, asian facial features, detailed skin shading, glossy sunscreen on shoulders, licking a popsicle, soft sunlight, depth of field, high quality 3D lighting, summer atmosphere","anime-inspired 3D render, hybrid anime and realistic style, girl on a sunny beach, colorful bikini, asian face, smooth yet detailed skin, sunscreen on shoulders, licking a popsicle, soft sunlight, clean shapes with realistic lighting, vibrant summer mood","low quality, blurry, bad anatomy, extra limbs, deformed face, ugly, text, watermark, logo, nsfw, explicit, overexposed, underexposed, harsh shadows, noisy background",7.5,0.5,-2851.13671875,ntc-ai/SDXL-LoRA-slider.anime,goofyai/3d_render_style_xl,1.0,1.0,36.90022277832031,7.94509220123291
384.png,"japanese anime style, 2D illustration, cute sexy anime girl on a sunny beach, colorful bikini, asian face, smooth anime skin, playful expression, licking a popsicle, sunscreen on shoulders, soft pastel colors, clean lineart, bright summer vibe","realistic 3D render style, stylized but realistic girl on a sunny beach, colorful bikini, asian facial features, detailed skin shading, glossy sunscreen on shoulders, licking a popsicle, soft sunlight, depth of field, high quality 3D lighting, summer atmosphere","anime-inspired 3D render, hybrid anime and realistic style, girl on a sunny beach, colorful bikini, asian face, smooth yet detailed skin, sunscreen on shoulders, licking a popsicle, soft sunlight, clean shapes with realistic lighting, vibrant summer mood","low quality, blurry, bad anatomy, extra limbs, deformed face, ugly, text, watermark, logo, nsfw, explicit, overexposed, underexposed, harsh shadows, noisy background",7.5,0.5,-2634.48046875,ntc-ai/SDXL-LoRA-slider.anime,goofyai/3d_render_style_xl,1.0,1.0,36.56180191040039,7.9011406898498535
385.png,"japanese anime style, 2D illustration, cute sexy anime girl on a sunny beach, colorful bikini, asian face, smooth anime skin, playful expression, licking a popsicle, sunscreen on shoulders, soft pastel colors, clean lineart, bright summer vibe","realistic 3D render style, stylized but realistic girl on a sunny beach, colorful bikini, asian facial features, detailed skin shading, glossy sunscreen on shoulders, licking a popsicle, soft sunlight, depth of field, high quality 3D lighting, summer atmosphere","anime-inspired 3D render, hybrid anime and realistic style, girl on a sunny beach, colorful bikini, asian face, smooth yet detailed skin, sunscreen on shoulders, licking a popsicle, soft sunlight, clean shapes with realistic lighting, vibrant summer mood","low quality, blurry, bad anatomy, extra limbs, deformed face, ugly, text, watermark, logo, nsfw, explicit, overexposed, underexposed, harsh shadows, noisy background",7.5,0.5,-2858.9453125,ntc-ai/SDXL-LoRA-slider.anime,goofyai/3d_render_style_xl,1.0,1.0,35.702186584472656,7.601529598236084
386.png,"japanese anime style, 2D illustration, cute sexy anime girl on a sunny beach, colorful bikini, asian face, smooth anime skin, playful expression, licking a popsicle, sunscreen on shoulders, soft pastel colors, clean lineart, bright summer vibe","realistic 3D render style, stylized but realistic girl on a sunny beach, colorful bikini, asian facial features, detailed skin shading, glossy sunscreen on shoulders, licking a popsicle, soft sunlight, depth of field, high quality 3D lighting, summer atmosphere","anime-inspired 3D render, hybrid anime and realistic style, girl on a sunny beach, colorful bikini, asian face, smooth yet detailed skin, sunscreen on shoulders, licking a popsicle, soft sunlight, clean shapes with realistic lighting, vibrant summer mood","low quality, blurry, bad anatomy, extra limbs, deformed face, ugly, text, watermark, logo, nsfw, explicit, overexposed, underexposed, harsh shadows, noisy background",7.5,0.5,-2825.6328125,ntc-ai/SDXL-LoRA-slider.anime,goofyai/3d_render_style_xl,1.0,1.0,35.33470153808594,7.777069091796875
387.png,"japanese anime style, 2D illustration, cute sexy anime girl on a sunny beach, colorful bikini, asian face, smooth anime skin, playful expression, licking a popsicle, sunscreen on shoulders, soft pastel colors, clean lineart, bright summer vibe","realistic 3D render style, stylized but realistic girl on a sunny beach, colorful bikini, asian facial features, detailed skin shading, glossy sunscreen on shoulders, licking a popsicle, soft sunlight, depth of field, high quality 3D lighting, summer atmosphere","anime-inspired 3D render, hybrid anime and realistic style, girl on a sunny beach, colorful bikini, asian face, smooth yet detailed skin, sunscreen on shoulders, licking a popsicle, soft sunlight, clean shapes with realistic lighting, vibrant summer mood","low quality, blurry, bad anatomy, extra limbs, deformed face, ugly, text, watermark, logo, nsfw, explicit, overexposed, underexposed, harsh shadows, noisy background",7.5,0.5,-3139.6640625,ntc-ai/SDXL-LoRA-slider.anime,goofyai/3d_render_style_xl,1.0,1.0,33.96551513671875,7.368192672729492
388.png,"japanese anime style, 2D illustration, cute sexy anime girl on a sunny beach, colorful bikini, asian face, smooth anime skin, playful expression, licking a popsicle, sunscreen on shoulders, soft pastel colors, clean lineart, bright summer vibe","realistic 3D render style, stylized but realistic girl on a sunny beach, colorful bikini, asian facial features, detailed skin shading, glossy sunscreen on shoulders, licking a popsicle, soft sunlight, depth of field, high quality 3D lighting, summer atmosphere","anime-inspired 3D render, hybrid anime and realistic style, girl on a sunny beach, colorful bikini, asian face, smooth yet detailed skin, sunscreen on shoulders, licking a popsicle, soft sunlight, clean shapes with realistic lighting, vibrant summer mood","low quality, blurry, bad anatomy, extra limbs, deformed face, ugly, text, watermark, logo, nsfw, explicit, overexposed, underexposed, harsh shadows, noisy background",7.5,0.5,-2800.28125,ntc-ai/SDXL-LoRA-slider.anime,goofyai/3d_render_style_xl,1.0,1.0,36.430091857910156,7.359066963195801
389.png,"japanese anime style, 2D illustration, cute sexy anime girl on a sunny beach, colorful bikini, asian face, smooth anime skin, playful expression, licking a popsicle, sunscreen on shoulders, soft pastel colors, clean lineart, bright summer vibe","realistic 3D render style, stylized but realistic girl on a sunny beach, colorful bikini, asian facial features, detailed skin shading, glossy sunscreen on shoulders, licking a popsicle, soft sunlight, depth of field, high quality 3D lighting, summer atmosphere","anime-inspired 3D render, hybrid anime and realistic style, girl on a sunny beach, colorful bikini, asian face, smooth yet detailed skin, sunscreen on shoulders, licking a popsicle, soft sunlight, clean shapes with realistic lighting, vibrant summer mood","low quality, blurry, bad anatomy, extra limbs, deformed face, ugly, text, watermark, logo, nsfw, explicit, overexposed, underexposed, harsh shadows, noisy background",7.5,0.5,-2885.3828125,ntc-ai/SDXL-LoRA-slider.anime,goofyai/3d_render_style_xl,1.0,1.0,37.601402282714844,7.236387252807617
390.png,"japanese anime style, 2D illustration, cute sexy anime girl on a sunny beach, colorful bikini, asian face, smooth anime skin, playful expression, licking a popsicle, sunscreen on shoulders, soft pastel colors, clean lineart, bright summer vibe","realistic 3D render style, stylized but realistic girl on a sunny beach, colorful bikini, asian facial features, detailed skin shading, glossy sunscreen on shoulders, licking a popsicle, soft sunlight, depth of field, high quality 3D lighting, summer atmosphere","anime-inspired 3D render, hybrid anime and realistic style, girl on a sunny beach, colorful bikini, asian face, smooth yet detailed skin, sunscreen on shoulders, licking a popsicle, soft sunlight, clean shapes with realistic lighting, vibrant summer mood","low quality, blurry, bad anatomy, extra limbs, deformed face, ugly, text, watermark, logo, nsfw, explicit, overexposed, underexposed, harsh shadows, noisy background",7.5,0.5,-2604.9765625,ntc-ai/SDXL-LoRA-slider.anime,goofyai/3d_render_style_xl,1.0,1.0,36.39090347290039,7.604698657989502
391.png,"japanese anime style, 2D illustration, cute sexy anime girl on a sunny beach, colorful bikini, asian face, smooth anime skin, playful expression, licking a popsicle, sunscreen on shoulders, soft pastel colors, clean lineart, bright summer vibe","realistic 3D render style, stylized but realistic girl on a sunny beach, colorful bikini, asian facial features, detailed skin shading, glossy sunscreen on shoulders, licking a popsicle, soft sunlight, depth of field, high quality 3D lighting, summer atmosphere","anime-inspired 3D render, hybrid anime and realistic style, girl on a sunny beach, colorful bikini, asian face, smooth yet detailed skin, sunscreen on shoulders, licking a popsicle, soft sunlight, clean shapes with realistic lighting, vibrant summer mood","low quality, blurry, bad anatomy, extra limbs, deformed face, ugly, text, watermark, logo, nsfw, explicit, overexposed, underexposed, harsh shadows, noisy background",7.5,0.5,-2605.1171875,ntc-ai/SDXL-LoRA-slider.anime,goofyai/3d_render_style_xl,1.0,1.0,37.07007598876953,7.5207839012146
392.png,"japanese anime style, 2D illustration, cute sexy anime girl on a sunny beach, colorful bikini, asian face, smooth anime skin, playful expression, licking a popsicle, sunscreen on shoulders, soft pastel colors, clean lineart, bright summer vibe","realistic 3D render style, stylized but realistic girl on a sunny beach, colorful bikini, asian facial features, detailed skin shading, glossy sunscreen on shoulders, licking a popsicle, soft sunlight, depth of field, high quality 3D lighting, summer atmosphere","anime-inspired 3D render, hybrid anime and realistic style, girl on a sunny beach, colorful bikini, asian face, smooth yet detailed skin, sunscreen on shoulders, licking a popsicle, soft sunlight, clean shapes with realistic lighting, vibrant summer mood","low quality, blurry, bad anatomy, extra limbs, deformed face, ugly, text, watermark, logo, nsfw, explicit, overexposed, underexposed, harsh shadows, noisy background",7.5,0.5,-2889.8046875,ntc-ai/SDXL-LoRA-slider.anime,goofyai/3d_render_style_xl,1.0,1.0,37.20484924316406,8.063047409057617
393.png,"japanese anime style, 2D illustration, cute sexy anime girl on a sunny beach, colorful bikini, asian face, smooth anime skin, playful expression, licking a popsicle, sunscreen on shoulders, soft pastel colors, clean lineart, bright summer vibe","realistic 3D render style, stylized but realistic girl on a sunny beach, colorful bikini, asian facial features, detailed skin shading, glossy sunscreen on shoulders, licking a popsicle, soft sunlight, depth of field, high quality 3D lighting, summer atmosphere","anime-inspired 3D render, hybrid anime and realistic style, girl on a sunny beach, colorful bikini, asian face, smooth yet detailed skin, sunscreen on shoulders, licking a popsicle, soft sunlight, clean shapes with realistic lighting, vibrant summer mood","low quality, blurry, bad anatomy, extra limbs, deformed face, ugly, text, watermark, logo, nsfw, explicit, overexposed, underexposed, harsh shadows, noisy background",7.5,0.5,-3397.6796875,ntc-ai/SDXL-LoRA-slider.anime,goofyai/3d_render_style_xl,1.0,1.0,35.6888427734375,7.634570598602295
394.png,"japanese anime style, 2D illustration, cute sexy anime girl on a sunny beach, colorful bikini, asian face, smooth anime skin, playful expression, licking a popsicle, sunscreen on shoulders, soft pastel colors, clean lineart, bright summer vibe","realistic 3D render style, stylized but realistic girl on a sunny beach, colorful bikini, asian facial features, detailed skin shading, glossy sunscreen on shoulders, licking a popsicle, soft sunlight, depth of field, high quality 3D lighting, summer atmosphere","anime-inspired 3D render, hybrid anime and realistic style, girl on a sunny beach, colorful bikini, asian face, smooth yet detailed skin, sunscreen on shoulders, licking a popsicle, soft sunlight, clean shapes with realistic lighting, vibrant summer mood","low quality, blurry, bad anatomy, extra limbs, deformed face, ugly, text, watermark, logo, nsfw, explicit, overexposed, underexposed, harsh shadows, noisy background",7.5,0.5,-2824.62109375,ntc-ai/SDXL-LoRA-slider.anime,goofyai/3d_render_style_xl,1.0,1.0,38.0535888671875,7.82788610458374
395.png,"japanese anime style, 2D illustration, cute sexy anime girl on a sunny beach, colorful bikini, asian face, smooth anime skin, playful expression, licking a popsicle, sunscreen on shoulders, soft pastel colors, clean lineart, bright summer vibe","realistic 3D render style, stylized but realistic girl on a sunny beach, colorful bikini, asian facial features, detailed skin shading, glossy sunscreen on shoulders, licking a popsicle, soft sunlight, depth of field, high quality 3D lighting, summer atmosphere","anime-inspired 3D render, hybrid anime and realistic style, girl on a sunny beach, colorful bikini, asian face, smooth yet detailed skin, sunscreen on shoulders, licking a popsicle, soft sunlight, clean shapes with realistic lighting, vibrant summer mood","low quality, blurry, bad anatomy, extra limbs, deformed face, ugly, text, watermark, logo, nsfw, explicit, overexposed, underexposed, harsh shadows, noisy background",7.5,0.5,-2747.8125,ntc-ai/SDXL-LoRA-slider.anime,goofyai/3d_render_style_xl,1.0,1.0,36.928741455078125,8.384845733642578
396.png,"japanese anime style, 2D illustration, cute sexy anime girl on a sunny beach, colorful bikini, asian face, smooth anime skin, playful expression, licking a popsicle, sunscreen on shoulders, soft pastel colors, clean lineart, bright summer vibe","realistic 3D render style, stylized but realistic girl on a sunny beach, colorful bikini, asian facial features, detailed skin shading, glossy sunscreen on shoulders, licking a popsicle, soft sunlight, depth of field, high quality 3D lighting, summer atmosphere","anime-inspired 3D render, hybrid anime and realistic style, girl on a sunny beach, colorful bikini, asian face, smooth yet detailed skin, sunscreen on shoulders, licking a popsicle, soft sunlight, clean shapes with realistic lighting, vibrant summer mood","low quality, blurry, bad anatomy, extra limbs, deformed face, ugly, text, watermark, logo, nsfw, explicit, overexposed, underexposed, harsh shadows, noisy background",7.5,0.5,-2668.09375,ntc-ai/SDXL-LoRA-slider.anime,goofyai/3d_render_style_xl,1.0,1.0,37.275272369384766,8.033048629760742
